Angle(deg),Range(m),Intensity
-11,3.64,400
-12,3.698,400
-13,3.736,300
-14,3.728,400
-15,3.679,400
-16,3.746,400
-17,3.75,400
-18,3.827,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.173,400
34,4.061,300
33,4.057,300
32,0,0
31,0,0
30,0,0
29,3.953,400
28,3.934,400
27,3.876,500
26,3.854,500
25,3.85,500
24,0,0
23,3.838,300
22,3.769,500
21,3.665,500
20,3.704,600
19,3.688,400
18,3.594,500
17,3.585,300
16,3.552,200
15,3.582,300
14,3.583,500
13,3.629,400
12,3.568,500
11,3.557,400
10,0,0
9,0,0
8,0,0
7,3.54,600
6,3.523,600
5,3.545,200
4,3.536,600
3,3.528,600
2,3.512,500
0.999998,3.527,500
0,3.548,500
-1,3.494,400
-2,3.548,500
-3,3.581,500
-4,3.546,500
-5,3.57,500
-6,3.602,500
-7,3.608,500
-8,3.611,500
-9,3.635,500
-10,3.725,300
-11,3.631,400
-12,3.69,400
-13,3.736,300
-14,3.734,400
-15,3.685,400
-16,3.739,400
-17,3.752,400
-18,3.832,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.103,300
34,4.066,300
33,4.081,300
32,0,0
31,0,0
30,0,0
29,3.904,300
28,3.931,400
27,3.796,400
26,3.843,500
25,3.764,400
24,0,0
23,0,0
22,3.775,500
21,3.766,500
20,3.712,600
19,3.681,400
18,3.602,500
17,3.595,300
16,3.622,300
15,3.664,400
14,3.579,500
13,3.552,500
12,3.585,500
11,3.619,500
10,0,0
9,0,0
8,0,0
7,3.505,500
6,3.528,600
5,3.546,200
4,3.537,600
3,3.54,600
2,3.51,500
0.999998,3.517,500
0,3.571,500
-1,3.5,400
-2,3.548,500
-3,3.57,500
-4,3.552,500
-5,3.566,500
-6,3.64,500
-7,3.608,500
-8,3.616,500
-9,3.655,500
-10,3.633,400
-11,3.634,400
-12,3.657,400
-13,3.654,400
-14,3.697,400
-15,3.759,400
-16,3.731,400
-17,3.792,400
-18,3.982,200
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.18,400
34,4.066,300
33,4.063,300
32,0,0
31,0,0
30,0,0
29,3.945,400
28,3.936,400
27,3.87,500
26,3.852,500
25,3.853,500
24,0,0
23,3.848,300
22,3.767,500
21,3.704,600
20,3.69,600
19,3.682,400
18,3.6,500
17,3.586,300
16,3.613,300
15,3.582,300
14,3.583,500
13,3.627,400
12,3.569,500
11,3.557,400
10,0,0
9,0,0
8,0,0
7,3.548,600
6,3.525,600
5,3.547,200
4,3.54,600
3,3.523,600
2,3.512,500
0.999998,3.52,500
0,3.548,500
-1,3.497,400
-2,3.546,500
-3,3.582,500
-4,3.582,600
-5,3.562,500
-6,3.6,500
-7,3.599,500
-8,3.63,500
-9,3.629,500
-10,3.719,300
-11,3.638,400
-12,3.689,400
-13,3.744,300
-14,3.727,400
-15,3.685,400
-16,3.756,400
-17,3.745,400
-18,3.83,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.091,300
34,4.071,300
33,4.063,300
32,0,0
31,0,0
30,0,0
29,3.95,400
28,3.933,400
27,3.879,500
26,3.865,500
25,3.838,500
24,0,0
23,3.841,300
22,3.785,500
21,3.708,600
20,3.673,500
19,3.693,400
18,3.6,500
17,3.583,300
16,3.554,200
15,3.586,300
14,3.619,400
13,3.611,400
12,3.58,500
11,3.608,500
10,0,0
9,0,0
8,0,0
7,3.544,600
6,3.518,600
5,3.546,200
4,3.532,600
3,3.521,600
2,3.509,500
0.999998,3.53,500
0,3.545,500
-1,3.502,400
-2,3.548,500
-3,3.574,500
-4,3.58,600
-5,3.565,500
-6,3.615,500
-7,3.6,500
-8,3.62,500
-9,3.635,500
-10,3.636,400
-11,3.635,400
-12,3.68,400
-13,3.669,400
-14,3.716,400
-15,3.689,400
-16,3.742,400
-17,3.779,400
-18,3.994,200
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.091,300
34,4.066,300
33,4.058,300
32,0,0
31,0,0
30,0,0
29,3.948,400
28,3.934,400
27,3.888,500
26,3.849,500
25,3.852,500
24,0,0
23,3.844,300
22,3.77,500
21,3.699,600
20,3.66,500
19,3.679,400
18,3.597,500
17,3.583,300
16,3.621,300
15,3.588,300
14,3.622,400
13,3.588,500
12,3.571,500
11,3.611,500
10,0,0
9,0,0
8,0,0
7,3.548,600
6,3.528,600
5,3.545,200
4,3.531,600
3,3.516,600
2,3.512,500
0.999998,3.518,500
0,3.549,500
-1,3.501,400
-2,3.545,500
-3,3.585,500
-4,3.549,500
-5,3.569,500
-6,3.596,500
-7,3.605,500
-8,3.617,500
-9,3.643,500
-10,3.722,300
-11,3.64,400
-12,3.689,400
-13,3.747,300
-14,3.738,400
-15,3.689,400
-16,3.757,400
-17,3.764,400
-18,3.905,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.086,300
34,4.066,300
33,4.057,300
32,0,0
31,0,0
30,0,0
29,3.94,400
28,3.925,400
27,3.866,500
26,3.854,500
25,3.844,500
24,0,0
23,3.85,300
22,3.783,500
21,3.703,600
20,3.663,500
19,3.682,400
18,3.598,500
17,3.583,300
16,3.545,200
15,3.583,300
14,3.626,400
13,3.582,500
12,3.573,500
11,3.559,400
10,0,0
9,0,0
8,0,0
7,3.543,600
6,3.524,600
5,3.547,200
4,3.537,600
3,3.52,600
2,3.518,500
0.999998,3.522,500
0,3.552,500
-1,3.503,400
-2,3.544,500
-3,3.588,500
-4,3.549,500
-5,3.566,500
-6,3.595,500
-7,3.605,500
-8,3.611,500
-9,3.636,500
-10,3.712,300
-11,3.634,400
-12,3.735,500
-13,3.748,300
-14,3.736,400
-15,3.685,400
-16,3.761,400
-17,3.758,400
-18,3.902,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.091,300
34,4.072,300
33,4.063,300
32,0,0
31,0,0
30,0,0
29,3.944,400
28,3.934,400
27,3.875,500
26,3.854,500
25,3.851,500
24,0,0
23,3.847,300
22,3.781,500
21,3.686,600
20,3.702,600
19,3.671,400
18,3.594,500
17,3.586,300
16,3.615,300
15,3.579,300
14,3.631,400
13,3.573,500
12,3.573,500
11,3.56,400
10,0,0
9,0,0
8,0,0
7,3.544,600
6,3.525,600
5,3.544,200
4,3.538,600
3,3.522,600
2,3.515,500
0.999998,3.522,500
0,3.552,500
-1,3.495,400
-2,3.549,500
-3,3.582,500
-4,3.546,500
-5,3.575,500
-6,3.594,500
-7,3.603,500
-8,3.607,500
-9,3.635,500
-10,3.712,300
-11,3.64,400
-12,3.688,400
-13,3.681,400
-14,3.732,400
-15,3.684,400
-16,3.745,400
-17,3.749,400
-18,3.834,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.192,400
34,4.061,300
33,4.051,300
32,0,0
31,0,0
30,0,0
29,3.951,400
28,3.936,400
27,3.875,500
26,3.851,500
25,3.858,500
24,0,0
23,3.941,200
22,3.786,500
21,3.657,500
20,3.696,600
19,3.689,400
18,3.595,500
17,3.519,200
16,3.62,300
15,3.583,300
14,3.625,400
13,3.624,400
12,3.577,500
11,3.556,400
10,0,0
9,0,0
8,0,0
7,3.535,600
6,3.516,600
5,3.544,200
4,3.535,600
3,3.526,600
2,3.507,500
0.999998,3.518,500
0,3.553,500
-1,3.495,400
-2,3.539,500
-3,3.581,500
-4,3.548,500
-5,3.567,500
-6,3.618,500
-7,3.601,500
-8,3.613,500
-9,3.634,500
-10,3.715,300
-11,3.642,400
-12,3.692,400
-13,3.744,300
-14,3.728,400
-15,3.682,400
-16,3.742,400
-17,3.743,400
-18,3.828,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.185,400
34,4.066,300
33,4.052,300
32,0,0
31,0,0
30,0,0
29,3.946,400
28,3.927,400
27,3.881,500
26,3.855,500
25,3.854,500
24,0,0
23,3.929,200
22,3.764,500
21,3.657,500
20,3.713,600
19,3.675,400
18,3.636,400
17,3.586,300
16,3.617,300
15,3.578,300
14,3.581,500
13,3.624,400
12,3.573,500
11,3.556,400
10,0,0
9,0,0
8,0,0
7,3.551,600
6,3.526,600
5,3.542,200
4,3.534,600
3,3.528,600
2,3.506,500
0.999998,3.522,500
0,3.545,500
-1,3.496,400
-2,3.544,500
-3,3.579,500
-4,3.544,500
-5,3.569,500
-6,3.602,500
-7,3.604,500
-8,3.604,500
-9,3.646,500
-10,3.712,300
-11,3.635,400
-12,3.692,400
-13,3.74,300
-14,3.732,400
-15,3.695,400
-16,3.752,400
-17,3.748,400
-18,3.836,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.178,400
34,4.06,300
33,4.064,300
32,0,0
31,0,0
30,0,0
29,3.957,400
28,3.928,400
27,3.872,500
26,3.854,500
25,3.851,500
24,0,0
23,3.932,200
22,3.757,500
21,3.693,600
20,3.745,500
19,3.682,400
18,3.639,400
17,3.583,300
16,3.548,200
15,3.58,300
14,3.632,400
13,3.631,400
12,3.572,500
11,3.559,400
10,0,0
9,0,0
8,0,0
7,3.541,600
6,3.524,600
5,3.545,200
4,3.536,600
3,3.531,600
2,3.508,500
0.999998,3.519,500
0,3.547,500
-1,3.5,400
-2,3.55,500
-3,3.577,500
-4,3.546,500
-5,3.57,500
-6,3.602,500
-7,3.606,500
-8,3.605,500
-9,3.641,500
-10,3.712,300
-11,3.629,400
-12,3.694,400
-13,3.74,300
-14,3.719,400
-15,3.694,400
-16,3.748,400
-17,3.751,400
-18,3.991,200
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.187,400
34,4.066,300
33,4.057,300
32,0,0
31,0,0
30,0,0
29,3.943,400
28,3.925,400
27,3.877,500
26,3.85,500
25,3.856,500
24,0,0
23,3.927,200
22,3.758,500
21,3.688,600
20,3.697,600
19,3.677,400
18,3.588,500
17,3.583,300
16,3.55,200
15,3.579,300
14,3.624,400
13,3.624,400
12,3.571,500
11,3.555,400
10,0,0
9,0,0
8,0,0
7,3.543,600
6,3.516,600
5,3.544,200
4,3.52,600
3,3.53,600
2,3.509,500
0.999998,3.521,500
0,3.554,500
-1,3.497,400
-2,3.539,500
-3,3.581,500
-4,3.582,600
-5,3.569,500
-6,3.607,500
-7,3.599,500
-8,3.608,500
-9,3.649,500
-10,3.712,300
-11,3.642,400
-12,3.694,400
-13,3.74,300
-14,3.721,400
-15,3.69,400
-16,3.745,400
-17,3.751,400
-18,3.902,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.194,400
34,4.067,300
33,4.052,300
32,0,0
31,0,0
30,0,0
29,3.953,400
28,3.925,400
27,3.871,500
26,3.847,500
25,3.853,500
24,0,0
23,3.939,200
22,3.759,500
21,3.686,600
20,3.706,600
19,3.675,400
18,3.587,500
17,3.514,200
16,3.547,200
15,3.582,300
14,3.623,400
13,3.628,400
12,3.57,500
11,3.553,400
10,0,0
9,0,0
8,0,0
7,3.54,600
6,3.522,600
5,3.543,200
4,3.536,600
3,3.532,600
2,3.514,500
0.999998,3.523,500
0,3.55,500
-1,3.49,400
-2,3.546,500
-3,3.579,500
-4,3.547,500
-5,3.568,500
-6,3.609,500
-7,3.603,500
-8,3.608,500
-9,3.631,500
-10,3.719,300
-11,3.639,400
-12,3.719,500
-13,3.732,300
-14,3.733,400
-15,3.683,400
-16,3.74,400
-17,3.755,400
-18,3.832,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.097,300
34,4.066,300
33,4.058,300
32,0,0
31,0,0
30,0,0
29,3.957,400
28,3.923,400
27,3.88,500
26,3.853,500
25,3.842,500
24,0,0
23,0,0
22,3.764,500
21,3.661,500
20,3.745,500
19,3.673,400
18,3.639,400
17,3.595,300
16,3.621,300
15,3.582,300
14,3.625,400
13,3.63,400
12,3.568,500
11,3.553,400
10,0,0
9,0,0
8,0,0
7,3.539,600
6,3.524,600
5,3.544,200
4,3.54,600
3,3.532,600
2,3.518,500
0.999998,3.529,500
0,3.552,500
-1,3.497,400
-2,3.541,500
-3,3.583,500
-4,3.548,500
-5,3.57,500
-6,3.601,500
-7,3.606,500
-8,3.608,500
-9,3.644,500
-10,3.712,300
-11,3.638,400
-12,3.735,500
-13,3.74,300
-14,3.734,400
-15,3.692,400
-16,3.736,400
-17,3.752,400
-18,4,200
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.096,300
34,4.055,300
33,4.047,300
32,0,0
31,0,0
30,0,0
29,3.951,400
28,3.93,400
27,3.879,500
26,3.855,500
25,3.861,500
24,0,0
23,0,0
22,3.762,500
21,3.655,500
20,3.708,600
19,3.682,400
18,3.603,500
17,3.58,300
16,3.62,300
15,3.588,300
14,3.581,500
13,3.625,400
12,3.563,500
11,3.559,400
10,0,0
9,0,0
8,0,0
7,3.543,600
6,3.523,600
5,3.546,200
4,3.537,600
3,3.527,600
2,3.51,500
0.999998,3.523,500
0,3.554,500
-1,3.525,500
-2,3.546,500
-3,3.579,500
-4,3.556,500
-5,3.574,500
-6,3.596,500
-7,3.607,500
-8,3.602,500
-9,3.633,500
-10,3.712,300
-11,3.64,400
-12,3.699,400
-13,3.74,300
-14,3.739,400
-15,3.684,400
-16,3.747,400
-17,3.747,400
-18,3.832,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.096,300
34,4.06,300
33,4.053,300
32,0,0
31,0,0
30,0,0
29,3.95,400
28,3.943,400
27,3.878,500
26,3.864,500
25,3.848,500
24,0,0
23,0,0
22,3.767,500
21,3.696,600
20,3.698,600
19,3.678,400
18,3.598,500
17,3.51,200
16,3.62,300
15,3.582,300
14,3.624,400
13,3.582,500
12,3.563,500
11,3.557,400
10,0,0
9,0,0
8,0,0
7,3.547,600
6,3.522,600
5,3.544,200
4,3.538,600
3,3.53,600
2,3.512,500
0.999998,3.517,500
0,3.55,500
-1,3.495,400
-2,3.539,500
-3,3.583,500
-4,3.546,500
-5,3.575,500
-6,3.604,500
-7,3.6,500
-8,3.612,500
-9,3.6,400
-10,3.644,400
-11,3.633,400
-12,3.694,400
-13,3.686,400
-14,3.735,400
-15,3.691,400
-16,3.755,400
-17,3.735,400
-18,3.836,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.192,400
34,4.061,300
33,4.052,300
32,0,0
31,0,0
30,0,0
29,3.951,400
28,3.928,400
27,3.873,500
26,3.857,500
25,3.848,500
24,0,0
23,3.845,300
22,3.767,500
21,3.692,600
20,3.703,600
