Angle(deg),Range(m),Intensity
35,4.097,300
34,4.072,300
33,4.053,300
32,0,0
31,0,0
30,0,0
29,3.948,400
28,3.936,400
27,3.872,500
26,3.869,500
25,3.838,500
24,3.78,600
23,0,0
22,3.766,500
21,3.699,600
20,3.706,600
19,3.692,400
18,3.6,500
17,3.583,300
16,3.561,200
15,3.581,300
14,3.616,400
13,3.576,500
12,3.572,500
11,3.564,400
10,0,0
9,0,0
8,0,0
7,3.549,600
6,3.522,600
5,3.554,200
4,3.538,600
3,3.528,600
2,3.516,500
0.999998,3.525,500
0,3.564,500
-1,3.497,400
-2,3.545,500
-3,3.588,500
-4,3.549,500
-5,3.56,500
-6,3.602,500
-7,3.601,500
-8,3.622,500
-9,3.629,500
-10,3.722,300
-11,3.637,400
-12,3.679,400
-13,3.74,300
-14,3.743,400
-15,3.678,400
-16,3.748,400
-17,3.755,400
-18,3.902,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.086,300
34,4.072,300
33,3.959,200
32,4.078,300
31,0,0
30,0,0
29,3.951,400
28,3.943,400
27,3.866,500
26,3.851,500
25,3.848,500
24,3.829,500
23,3.767,600
22,3.77,500
21,3.702,600
20,3.703,600
19,3.686,400
18,3.594,500
17,3.586,300
16,3.623,300
15,3.583,300
14,3.623,400
13,3.623,400
12,3.573,500
11,3.563,400
10,0,0
9,0,0
8,0,0
7,3.553,600
6,3.521,600
5,3.551,200
4,3.543,600
3,3.528,600
2,3.51,500
0.999998,3.524,500
0,3.558,500
-1,3.498,400
-2,3.541,500
-3,3.583,500
-4,3.549,500
-5,3.562,500
-6,3.595,500
-7,3.61,500
-8,3.615,500
-9,3.612,400
-10,3.646,400
-11,3.633,400
-12,3.683,400
-13,3.736,300
-14,3.726,400
-15,3.685,400
-16,3.753,400
-17,3.753,400
-18,3.91,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.092,300
34,4.072,300
33,3.952,200
32,4.073,300
31,0,0
30,0,0
29,3.945,400
28,3.943,400
27,3.869,500
26,3.85,500
25,3.85,500
24,3.836,500
23,3.766,600
22,3.769,500
21,3.705,600
20,3.694,600
19,3.685,400
18,3.639,400
17,3.592,300
16,3.623,300
15,3.577,300
14,3.621,400
13,3.624,400
12,3.579,500
11,3.563,400
10,0,0
9,0,0
8,0,0
7,3.544,600
6,3.529,600
5,3.556,200
4,3.542,600
3,3.522,600
2,3.528,500
0.999998,3.52,500
0,3.567,500
-1,3.504,400
-2,3.541,500
-3,3.584,500
-4,3.547,500
-5,3.564,500
-6,3.588,500
-7,3.604,500
-8,3.614,500
-9,3.635,500
-10,3.719,300
-11,3.632,400
-12,3.681,400
-13,3.744,300
-14,3.73,400
-15,3.683,400
-16,3.758,400
-17,3.749,400
-18,3.91,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.092,300
34,4.071,300
33,4.057,300
32,0,0
31,0,0
30,0,0
29,3.942,400
28,3.93,400
27,3.867,500
26,3.858,500
25,3.846,500
24,3.827,500
23,3.809,500
22,3.746,600
21,3.712,600
20,3.709,600
19,3.685,400
18,3.604,500
17,3.586,300
16,3.62,300
15,3.581,300
14,3.63,400
13,3.632,400
12,3.57,500
11,3.606,500
10,0,0
9,0,0
8,0,0
7,3.547,600
6,3.529,600
5,3.554,200
4,3.541,600
3,3.525,600
2,3.515,500
0.999998,3.524,500
0,3.55,500
-1,3.502,400
-2,3.541,500
-3,3.589,500
-4,3.554,500
-5,3.563,500
-6,3.617,500
-7,3.606,500
-8,3.612,500
-9,3.633,500
-10,3.716,300
-11,3.638,400
-12,3.681,400
-13,3.744,300
-14,3.723,400
-15,3.682,400
-16,3.758,400
-17,3.751,400
-18,3.909,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.102,300
34,4.066,300
33,4.063,300
32,0,0
31,0,0
30,0,0
29,3.947,400
28,3.932,400
27,3.878,500
26,3.857,500
25,3.844,500
24,3.834,500
23,3.766,600
22,3.769,500
21,3.692,600
20,3.695,600
19,3.686,400
18,3.604,500
17,3.586,300
16,3.62,300
15,3.583,300
14,3.621,400
13,3.622,400
12,3.57,500
11,3.559,400
10,0,0
9,0,0
8,0,0
7,3.594,500
6,3.526,600
5,3.553,200
4,3.542,600
3,3.524,600
2,3.518,500
0.999998,3.522,500
0,3.562,500
-1,3.503,400
-2,3.55,500
-3,3.587,500
-4,3.545,500
-5,3.564,500
-6,3.612,500
-7,3.597,500
-8,3.619,500
-9,3.634,500
-10,3.716,300
-11,3.638,400
-12,3.68,400
-13,3.74,300
-14,3.734,400
-15,3.689,400
-16,3.763,400
-17,3.741,400
-18,3.906,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.189,400
34,4.071,300
33,4.058,300
32,0,0
31,0,0
30,0,0
29,3.947,400
28,3.934,400
27,3.877,500
26,3.852,500
25,3.844,500
24,0,0
23,3.769,600
22,3.774,500
21,3.706,600
20,3.69,600
19,3.689,400
18,3.599,500
17,3.592,300
16,3.62,300
15,3.583,300
14,3.623,400
13,3.63,400
12,3.573,500
11,3.619,500
10,0,0
9,0,0
8,0,0
7,3.545,600
6,3.524,600
5,3.556,200
4,3.54,600
3,3.523,600
2,3.524,500
0.999998,3.514,500
0,3.571,500
-1,3.507,400
-2,3.546,500
-3,3.592,500
-4,3.543,500
-5,3.56,500
-6,3.595,500
-7,3.611,500
-8,3.617,500
-9,3.64,500
-10,3.715,300
-11,3.649,400
-12,3.734,500
-13,3.744,300
-14,3.745,400
-15,3.697,400
-16,3.76,400
-17,3.746,400
-18,3.906,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.097,300
34,4.06,300
33,4.052,300
32,0,0
31,0,0
30,0,0
29,3.947,400
28,3.93,400
27,3.872,500
26,3.858,500
25,3.842,500
24,3.828,500
23,3.761,600
22,3.764,500
21,3.704,600
20,3.659,500
19,3.681,400
18,3.593,500
17,3.589,300
16,3.618,300
15,3.579,300
14,3.623,400
13,3.618,400
12,3.573,500
11,3.559,400
10,0,0
9,0,0
8,0,0
7,3.545,600
6,3.524,600
5,3.556,200
4,3.541,600
3,3.518,600
2,3.514,500
0.999998,3.521,500
0,3.564,500
-1,3.506,400
-2,3.55,500
-3,3.592,500
-4,3.549,500
-5,3.568,500
-6,3.587,500
-7,3.612,500
-8,3.615,500
-9,3.643,500
-10,3.722,300
-11,3.633,400
-12,3.684,400
-13,3.74,300
-14,3.742,400
-15,3.689,400
-16,3.75,400
-17,3.745,400
-18,3.902,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.184,400
34,3.975,200
33,3.955,200
32,4.084,300
31,0,0
30,0,0
29,3.947,400
28,3.943,400
27,3.872,500
26,3.853,500
25,3.844,500
24,3.827,500
23,3.759,600
22,3.765,500
21,3.711,600
20,3.693,600
19,3.679,400
18,3.649,400
17,3.589,300
16,3.623,300
15,3.581,300
14,3.619,400
13,3.626,400
12,3.569,500
11,3.554,400
10,0,0
9,0,0
8,0,0
7,3.553,600
6,3.518,600
5,3.548,200
4,3.536,600
3,3.526,600
2,3.513,500
0.999998,3.516,500
0,3.561,500
-1,3.508,400
-2,3.547,500
-3,3.592,500
-4,3.547,500
-5,3.561,500
-6,3.59,500
-7,3.606,500
-8,3.618,500
-9,3.601,400
-10,3.65,400
-11,3.644,400
-12,3.686,400
-13,3.736,300
-14,3.744,400
-15,3.694,400
-16,3.751,400
-17,3.743,400
-18,3.905,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.092,300
34,3.975,200
33,4.052,300
32,0,0
31,0,0
30,0,0
29,3.957,400
28,3.934,400
27,3.871,500
26,3.854,500
25,3.845,500
24,3.822,500
23,3.769,600
22,3.764,500
21,3.707,600
20,3.709,400
19,3.677,400
18,3.652,400
17,3.589,300
16,3.628,300
15,3.581,300
14,3.623,400
13,3.621,400
12,3.572,500
11,3.614,500
10,0,0
9,0,0
8,0,0
7,3.548,600
6,3.52,600
5,3.556,200
4,3.535,600
3,3.525,600
2,3.515,500
0.999998,3.516,500
0,3.569,500
-1,3.509,400
-2,3.549,500
-3,3.588,500
-4,3.54,500
-5,3.563,500
-6,3.596,500
-7,3.609,500
-8,3.612,500
-9,3.627,500
-10,3.722,300
-11,3.633,400
-12,3.725,500
-13,3.683,400
-14,3.744,400
-15,3.691,400
-16,3.759,400
-17,3.753,400
-18,3.837,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.102,300
34,3.971,200
33,4.046,300
32,0,0
31,0,0
30,0,0
29,3.944,400
28,3.938,400
27,3.873,500
26,3.856,500
25,3.842,500
24,3.825,500
23,3.768,600
22,3.768,500
21,3.715,600
20,3.704,600
19,3.673,400
18,3.642,400
17,3.589,300
16,3.626,300
15,3.583,300
14,3.621,400
13,3.625,400
12,3.568,500
11,3.608,500
10,0,0
9,0,0
8,0,0
7,3.548,600
6,3.521,600
5,3.556,200
4,3.535,600
3,3.52,600
2,3.516,500
0.999998,3.522,500
0,3.555,500
-1,3.506,400
-2,3.548,500
-3,3.584,500
-4,3.541,500
-5,3.563,500
-6,3.594,500
-7,3.612,500
-8,3.607,500
-9,3.598,400
-10,3.649,400
-11,3.643,400
-12,3.722,500
-13,3.74,300
-14,3.742,400
-15,3.679,400
-16,3.746,400
-17,3.746,400
-18,3.902,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.183,400
34,4.072,300
33,4.047,300
32,0,0
31,0,0
30,0,0
29,3.955,400
28,3.943,400
27,3.874,500
26,3.86,500
25,3.839,500
24,3.822,500
23,3.775,600
22,3.77,500
21,3.704,600
20,3.711,600
19,3.684,400
18,3.643,400
17,3.589,300
16,3.626,300
15,3.581,300
14,3.625,400
13,3.581,500
12,3.574,500
11,3.564,400
10,0,0
9,0,0
8,0,0
7,3.551,600
6,3.533,600
5,3.556,200
4,3.536,600
3,3.519,600
2,3.51,500
0.999998,3.525,500
0,3.568,500
-1,3.5,400
-2,3.556,500
-3,3.583,500
-4,3.546,500
-5,3.566,500
-6,3.594,500
-7,3.609,500
-8,3.62,500
-9,3.63,500
-10,3.646,400
-11,3.643,400
-12,3.678,400
-13,3.683,400
-14,3.75,400
-15,3.679,400
-16,3.759,400
-17,3.747,400
-18,3.898,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.188,400
34,4.061,300
33,3.964,200
32,4.078,300
31,0,0
30,0,0
29,3.936,400
28,3.942,400
27,3.874,500
26,3.855,500
25,3.845,500
24,3.866,600
23,0,0
22,3.764,500
21,3.699,600
20,3.669,500
19,3.686,400
18,3.639,400
17,3.589,300
16,3.626,300
15,3.576,300
14,3.623,400
13,3.581,500
12,3.566,500
11,3.612,500
10,0,0
9,0,0
8,0,0
7,3.549,600
6,3.493,500
5,3.554,200
4,3.537,600
3,3.524,600
2,3.512,500
0.999998,3.526,500
0,3.563,500
-1,3.503,400
-2,3.543,500
-3,3.582,500
-4,3.546,500
-5,3.565,500
-6,3.596,500
-7,3.608,500
-8,3.613,500
-9,3.646,500
-10,3.709,300
-11,3.639,400
-12,3.731,500
-13,3.684,400
-14,3.738,400
-15,3.686,400
-16,3.761,400
-17,3.751,400
-18,3.898,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.181,400
34,4.066,300
33,4.058,300
32,0,0
31,0,0
30,0,0
29,3.945,400
28,3.94,400
27,3.872,500
26,3.867,500
25,3.841,500
24,3.826,500
23,3.763,600
22,3.77,500
21,3.705,600
20,3.696,600
19,3.683,400
18,3.649,400
17,3.589,300
16,3.623,300
15,3.579,300
14,3.625,400
13,3.628,400
12,3.572,500
11,3.563,400
10,0,0
9,0,0
8,0,0
7,3.546,600
6,3.526,600
5,3.553,200
4,3.535,600
3,3.527,600
2,3.518,500
0.999998,3.522,500
0,3.548,500
-1,3.504,400
-2,3.55,500
-3,3.584,500
-4,3.552,500
-5,3.568,500
-6,3.594,500
-7,3.606,500
-8,3.616,500
-9,3.641,500
-10,3.646,400
-11,3.633,400
-12,3.734,500
-13,3.744,300
-14,3.739,400
-15,3.685,400
-16,3.76,400
-17,3.742,400
-18,3.902,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.086,300
34,4.066,300
33,4.063,300
32,0,0
31,0,0
30,0,0
29,3.943,400
28,3.932,400
27,3.872,500
26,3.858,500
25,3.838,500
24,3.83,500
23,3.76,600
22,3.783,500
21,3.714,600
20,3.707,600
19,3.688,400
18,3.643,400
17,3.592,300
16,3.552,200
15,3.581,300
14,3.625,400
13,3.577,500
12,3.567,500
11,3.558,400
10,0,0
9,0,0
8,0,0
7,3.55,600
6,3.523,600
5,3.554,200
4,3.541,600
3,3.529,600
2,3.519,500
0.999998,3.529,500
0,3.553,500
-1,3.502,400
-2,3.55,500
-3,3.584,500
-4,3.544,500
-5,3.569,500
-6,3.608,500
-7,3.6,500
-8,3.612,500
-9,3.64,500
-10,3.649,400
-11,3.638,400
-12,3.681,400
-13,3.678,400
-14,3.735,400
-15,3.687,400
-16,3.755,400
-17,3.754,400
-18,3.833,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.091,300
34,4.066,300
33,3.96,200
32,4.083,300
31,0,0
30,0,0
29,3.946,400
28,3.938,400
27,3.873,500
26,3.86,500
25,3.847,500
24,3.827,500
23,3.763,600
22,3.77,500
21,3.701,600
20,3.702,400
19,3.674,400
18,3.645,400
17,3.586,300
16,3.626,300
15,3.581,300
14,3.62,400
13,3.621,400
12,3.58,500
11,3.571,400
10,0,0
9,0,0
8,0,0
7,3.593,500
6,3.521,600
5,3.548,200
4,3.533,600
3,3.526,600
2,3.512,500
0.999998,3.519,500
0,3.545,500
-1,3.505,400
-2,3.552,500
-3,3.588,500
-4,3.546,500
-5,3.562,500
-6,3.595,500
-7,3.612,500
-8,3.617,500
-9,3.634,500
-10,3.719,300
-11,3.641,400
-12,3.683,400
-13,3.744,300
-14,3.747,400
-15,3.673,400
-16,3.757,400
-17,3.748,400
-18,3.906,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.097,300
34,4.066,300
33,4.058,300
32,0,0
31,0,0
30,0,0
29,3.944,400
28,3.945,400
27,3.874,500
26,3.863,500
25,3.847,500
24,3.826,500
23,3.765,600
22,3.784,500
21,3.699,600
20,3.694,400
19,3.675,400
18,3.65,400
17,3.589,300
16,3.628,300
15,3.582,300
14,3.616,400
13,3.626,400
12,3.568,500
11,3.612,500
10,0,0
9,0,0
8,0,0
7,3.546,600
6,3.529,600
5,3.547,200
4,3.542,600
3,3.528,600
2,3.522,500
0.999998,3.522,500
0,3.56,500
-1,3.502,400
-2,3.556,500
-3,3.596,500
-4,3.55,500
-5,3.572,500
-6,3.598,500
-7,3.606,500
-8,3.617,500
-9,3.594,400
-10,3.653,400
-11,3.635,400
-12,3.725,500
-13,3.748,300
-14,3.748,400
-15,3.688,400
-16,3.762,400
-17,3.753,400
-18,3.91,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
